Order,seq_id,Tree_label,Cluster,Accession,Family,Genus,Original_Species_ID,Updated_Species_ID,Gene,Region,Location,Location notes,Data_type,Molecular_result,Biogeography_result,Collector,Collection_ID,Voucher,Locality_Name,Latitude,Longitude,Substrate,Depth,Sampling method
76,KS91,PX414301:Pylaiella sp. littoralis-CRECT,2,PX414301,Acinetosporaceae,Pylaiella,Pylaiella sp. littoralis-CRECT,Pylaiella littoralis,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Stein Fredriksen,KS91,"H, P",Eigeroy,58.07032,6.82831,Kelp blade,0-2 m,Snorkeling
77,"LN828737.1_Hincksia_granulosa_mitochondrial_COI_gene_for_cytochrome_oxidase_subunit_1,_isolate_FI61.10",LN828737:Pylaiella sp.1washingtoniensis,3,LN828737,Acinetosporaceae,Pylaiella,Hincksia granulosa,Pylaiella sp. 1/washingtoniensis,COI,Other,Falkland Islands (Islas Malvinas):South,,GenBank,,,,,,,,,,,
78,"HM890861.1_Pylaiella_washingtoniensis_voucher_GWS005424_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM890861:Pylaiella sp.1washingtoniensis,3,HM890861,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,Canada,Double check,GenBank,,,,,,,,,,,
79,"HM890862.1_Pylaiella_washingtoniensis_voucher_GWS005438_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM890862:Pylaiella sp.1washingtoniensis,3,HM890862,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,Canada,Double check,GenBank,,,,,,,,,,,
80,"HM890863.1_Pylaiella_washingtoniensis_voucher_GWS005439_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM890863:Pylaiella sp.1washingtoniensis,3,HM890863,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,Canada,Double check,GenBank,,,,,,,,,,,
81,"HM890866.1_Pylaiella_washingtoniensis_voucher_GWS005959_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM890866:Pylaiella sp.1washingtoniensis,3,HM890866,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,Canada,Double check,GenBank,,,,,,,,,,,
82,"HM890869.1_Pylaiella_washingtoniensis_voucher_GWS006793_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM890869:Pylaiella sp.1washingtoniensis,3,HM890869,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,Canada,Double check,GenBank,,,,,,,,,,,
83,"HM890883.1_Pylaiella_washingtoniensis_voucher_GWS013216_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM890883:Pylaiella sp.1washingtoniensis,3,HM890883,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,Canada,Double check,GenBank,,,,,,,,,,,
84,"HM890976.1_Pylaiella_washingtoniensis_voucher_GWS003412_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM890976:Pylaiella sp.1washingtoniensis,3,HM890976,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,Canada,Double check,GenBank,,,,,,,,,,,
85,"HM891036.1_Pylaiella_washingtoniensis_voucher_GWS006163_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM891036:Pylaiella sp.1washingtoniensis,3,HM891036,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,Canada,Double check,GenBank,,,,,,,,,,,
86,"HM891066.1_Pylaiella_washingtoniensis_voucher_GWS005592_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM891066:Pylaiella sp.1washingtoniensis,3,HM891066,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,Canada,Double check,GenBank,,,,,,,,,,,
87,"HM891452.1_Pylaiella_washingtoniensis_voucher_GWS009838_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM891452:Pylaiella sp.1washingtoniensis,3,HM891452,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,Canada,Double check,GenBank,,,,,,,,,,,
88,"HM891520.1_Pylaiella_washingtoniensis_voucher_GWS012861_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM891520:Pylaiella sp.1washingtoniensis,3,HM891520,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,Canada,Double check,GenBank,,,,,,,,,,,
89,"HM891521.1_Pylaiella_washingtoniensis_voucher_GWS012862_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM891521:Pylaiella sp.1washingtoniensis,3,HM891521,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,Canada,Double check,GenBank,,,,,,,,,,,
90,"HQ990597.1_Pylaiella_washingtoniensis_voucher_GWS019942_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HQ990597:Pylaiella sp.1washingtoniensis,3,HQ990597,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,Canada,Double check,GenBank,,,,,,,,,,,
91,"MH309762.1_Pylaiella_washingtoniensis_voucher_GWS008541_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309762:Pylaiella sp.1washingtoniensis,3,MH309762,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,"Canada: British Columbia, Backeddy Resort",,GenBank,,,,,,,,,,,
92,"MH308889.1_Pylaiella_washingtoniensis_voucher_GWS003478_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308889:Pylaiella sp.1washingtoniensis,3,MH308889,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,"Canada: British Columbia, Bamfield, Dixon",,GenBank,,,,,,,,,,,
93,"MH309485.1_Pylaiella_washingtoniensis_voucher_GWS003186A_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309485:Pylaiella sp.1washingtoniensis,3,MH309485,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,"Canada: British Columbia, Bamfield, Dixon",,GenBank,,,,,,,,,,,
94,"MH308895.1_Pylaiella_washingtoniensis_voucher_GWS008126_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308895:Pylaiella sp.1washingtoniensis,3,MH308895,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,"Canada: British Columbia, Lands End' up the",,GenBank,,,,,,,,,,,
95,"MH309158.1_Pylaiella_washingtoniensis_voucher_GWS008110_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309158:Pylaiella sp.1washingtoniensis,3,MH309158,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,"Canada: British Columbia, Lands End' up the",,GenBank,,,,,,,,,,,
96,"MH308746.1_Pylaiella_washingtoniensis_voucher_GWS003127_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308746:Pylaiella sp.1washingtoniensis,3,MH308746,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,"Canada: British Columbia, Pachena Beach,",,GenBank,,,,,,,,,,,
97,"MH309436.1_Pylaiella_washingtoniensis_voucher_GWS003405_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309436:Pylaiella sp.1washingtoniensis,3,MH309436,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,"Canada: British Columbia, Pachena Beach,",,GenBank,,,,,,,,,,,
98,"MH309449.1_Pylaiella_washingtoniensis_voucher_GWS030555_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309449:Pylaiella sp.1washingtoniensis,3,MH309449,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,"Canada: British Columbia, Solitude Point",,GenBank,,,,,,,,,,,
99,"MH309793.1_Pylaiella_washingtoniensis_voucher_GWS006530_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309793:Pylaiella sp.1washingtoniensis,3,MH309793,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northeast Pacific,"Canada: British Columbia, Tahsis Narrows",,GenBank,,,,,,,,,,,
100,"JX572064.1_Pylaiella_washingtoniensis_voucher_GWS005440_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572064:Pylaiella sp.1washingtoniensis,3,JX572064,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Churchill Beach",,GenBank,,,,,,,,,,,
101,"JX572006.1_Pylaiella_washingtoniensis_voucher_GWS005357_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572006:Pylaiella sp.1washingtoniensis,3,JX572006,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Churchill, Button Bay,",,GenBank,,,,,,,,,,,
102,"JX572111.1_Pylaiella_washingtoniensis_voucher_GWS005358_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572111:Pylaiella sp.1washingtoniensis,3,JX572111,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Churchill, Button Bay,",,GenBank,,,,,,,,,,,
103,"JX572102.1_Pylaiella_washingtoniensis_voucher_GWS005380_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572102:Pylaiella sp.1washingtoniensis,3,JX572102,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Churchill, NW of Eskimo",,GenBank,,,,,,,,,,,
104,"JX572124.1_Pylaiella_washingtoniensis_voucher_GWS005392_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572124:Pylaiella sp.1washingtoniensis,3,JX572124,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Churchill, NW of Eskimo",,GenBank,,,,,,,,,,,
105,"JX572029.1_Pylaiella_washingtoniensis_voucher_GWS005226_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572029:Pylaiella sp.1washingtoniensis,3,JX572029,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Churchill, Out the river",,GenBank,,,,,,,,,,,
106,"JX572091.1_Pylaiella_washingtoniensis_voucher_GWS005245_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572091:Pylaiella sp.1washingtoniensis,3,JX572091,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Churchill, Out the river",,GenBank,,,,,,,,,,,
107,"MN335479.1_Pylaiella_washingtoniensis_voucher_GWS043146_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335479:Pylaiella sp.1washingtoniensis,3,MN335479,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, East Beach, Churchill",,GenBank,,,,,,,,,,,
108,"JX571962.1_Pylaiella_washingtoniensis_voucher_GWS005444_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX571962:Pylaiella sp.1washingtoniensis,3,JX571962,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, East shore Churchill",,GenBank,,,,,,,,,,,
109,"JX571989.1_Pylaiella_washingtoniensis_voucher_GWS005577_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX571989:Pylaiella sp.1washingtoniensis,3,JX571989,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, East shore Churchill",,GenBank,,,,,,,,,,,
110,"JX572022.1_Pylaiella_washingtoniensis_voucher_GWS005593_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572022:Pylaiella sp.1washingtoniensis,3,JX572022,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Front of Point Merry,",,GenBank,,,,,,,,,,,
111,"MN335489.1_Pylaiella_washingtoniensis_voucher_GWS042953_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335489:Pylaiella sp.1washingtoniensis,3,MN335489,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
112,"MN335502.1_Pylaiella_washingtoniensis_voucher_GWS042975_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335502:Pylaiella sp.1washingtoniensis,3,MN335502,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
113,"JX572042.1_Pylaiella_washingtoniensis_voucher_GWS005425_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572042:Pylaiella sp.1washingtoniensis,3,JX572042,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Middle of channel close",,GenBank,,,,,,,,,,,
114,"MN335515.1_Pylaiella_washingtoniensis_voucher_GWS042904_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335515:Pylaiella sp.1washingtoniensis,3,MN335515,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Road to Northern Studies",,GenBank,,,,,,,,,,,
115,"MN335577.1_Pylaiella_washingtoniensis_voucher_GWS042900_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335577:Pylaiella sp.1washingtoniensis,3,MN335577,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Road to Northern Studies",,GenBank,,,,,,,,,,,
116,"JX572151.1_Pylaiella_washingtoniensis_voucher_GWS005542_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572151:Pylaiella sp.1washingtoniensis,3,JX572151,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Wreck of the Ithaca, east",,GenBank,,,,,,,,,,,
117,"MN335496.1_Pylaiella_washingtoniensis_voucher_GWS043310_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335496:Pylaiella sp.1washingtoniensis,3,MN335496,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
118,"MN335517.1_Pylaiella_washingtoniensis_voucher_GWS043471_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335517:Pylaiella sp.1washingtoniensis,3,MN335517,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
119,"MN335564.1_Pylaiella_washingtoniensis_voucher_GWS043492_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335564:Pylaiella sp.1washingtoniensis,3,MN335564,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
120,"MN335565.1_Pylaiella_washingtoniensis_voucher_GWS043488_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335565:Pylaiella sp.1washingtoniensis,3,MN335565,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
121,"MH309937.1_Pylaiella_washingtoniensis_voucher_GWS013865_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309937:Pylaiella sp.1washingtoniensis,3,MH309937,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: New Brunswick, East Quoddy",,GenBank,,,,,,,,,,,
122,"MH309423.1_Pylaiella_washingtoniensis_voucher_GWS003741_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309423:Pylaiella sp.1washingtoniensis,3,MH309423,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: New Brunswick, Harrington Cove",,GenBank,,,,,,,,,,,
123,"MH308859.1_Pylaiella_washingtoniensis_voucher_GWSC033_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308859:Pylaiella sp.1washingtoniensis,3,MH308859,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: New Brunswick, Lepreau exposed",,GenBank,,,,,,,,,,,
124,"MH309914.1_Pylaiella_washingtoniensis_voucher_GWS032357_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309914:Pylaiella sp.1washingtoniensis,3,MH309914,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: New Brunswick, Lepreau exposed",,GenBank,,,,,,,,,,,
125,"MH309301.1_Pylaiella_washingtoniensis_voucher_GWS003683_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309301:Pylaiella sp.1washingtoniensis,3,MH309301,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: New Brunswick, Letete exposed",,GenBank,,,,,,,,,,,
126,"MH309377.1_Pylaiella_washingtoniensis_voucher_GWS005928_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309377:Pylaiella sp.1washingtoniensis,3,MH309377,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: New Brunswick, Letete exposed",,GenBank,,,,,,,,,,,
127,"MH309555.1_Pylaiella_washingtoniensis_voucher_GWS003682_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309555:Pylaiella sp.1washingtoniensis,3,MH309555,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: New Brunswick, Letete exposed",,GenBank,,,,,,,,,,,
128,"MH308814.1_Pylaiella_washingtoniensis_voucher_GWS013846_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308814:Pylaiella sp.1washingtoniensis,3,MH308814,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: New Brunswick, Liberty Point,",,GenBank,,,,,,,,,,,
129,"MH308962.1_Pylaiella_washingtoniensis_voucher_GWS005958_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308962:Pylaiella sp.1washingtoniensis,3,MH308962,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: New Brunswick, Long Eddy Point,",,GenBank,,,,,,,,,,,
130,"MH308740.1_Pylaiella_washingtoniensis_voucher_GWS040383_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308740:Pylaiella sp.1washingtoniensis,3,MH308740,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Newfoundland and Labrador, Point NW",,GenBank,,,,,,,,,,,
131,"MH308995.1_Pylaiella_washingtoniensis_voucher_GWS007415_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308995:Pylaiella sp.1washingtoniensis,3,MH308995,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
132,"MH309018.1_Pylaiella_washingtoniensis_voucher_GWS007663_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309018:Pylaiella sp.1washingtoniensis,3,MH309018,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
133,"MH309152.1_Pylaiella_washingtoniensis_voucher_GWS040384_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309152:Pylaiella sp.1washingtoniensis,3,MH309152,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Newfoundland and Labrador, Point NW",,GenBank,,,,,,,,,,,
134,"MH309293.1_Pylaiella_washingtoniensis_voucher_GWS040269_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309293:Pylaiella sp.1washingtoniensis,3,MH309293,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Newfoundland and Labrador, N Head",,GenBank,,,,,,,,,,,
135,"MH309334.1_Pylaiella_washingtoniensis_voucher_GWS007209_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309334:Pylaiella sp.1washingtoniensis,3,MH309334,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador, South",,GenBank,,,,,,,,,,,
136,"MH309519.1_Pylaiella_washingtoniensis_voucher_GWS039387_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309519:Pylaiella sp.1washingtoniensis,3,MH309519,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
137,"MH309634.1_Pylaiella_washingtoniensis_voucher_GWS007007_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309634:Pylaiella sp.1washingtoniensis,3,MH309634,Acinetosporaceae,Pylaiella,Pylaiella washingtoniensis,Pylaiella sp. 1/washingtoniensis,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador, Norris",,GenBank,,,,,,,,,,,
