Order,seq_id,Tree_label,Cluster,Accession,Family,Genus,Original_Species_ID,Updated_Species_ID,Gene,Region,Location,Location notes,Data_type,Molecular_result,Biogeography_result,Collector,Collection_ID,Voucher,Locality_Name,Latitude,Longitude,Substrate,Depth,Sampling method
642,"MN335520.1_Chordaria_chordaeformis_voucher_GWS042992_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335520:Chordaria chordaeformis,70,MN335520,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
643,"MN335525.1_Chordaria_chordaeformis_voucher_GWS043108_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335525:Chordaria chordaeformis,70,MN335525,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
644,"MN335545.1_Chordaria_chordaeformis_voucher_GWS043104_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335545:Chordaria chordaeformis,70,MN335545,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
645,"MN335551.1_Chordaria_chordaeformis_voucher_GWS043113_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335551:Chordaria chordaeformis,70,MN335551,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
646,"MN335572.1_Chordaria_chordaeformis_voucher_GWS042980_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335572:Chordaria chordaeformis,70,MN335572,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
647,"MN335590.1_Chordaria_chordaeformis_voucher_GWS043112_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335590:Chordaria chordaeformis,70,MN335590,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
648,"MN335603.1_Chordaria_chordaeformis_voucher_GWS043114_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335603:Chordaria chordaeformis,70,MN335603,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
649,"MN335616.1_Chordaria_chordaeformis_voucher_GWS042984_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335616:Chordaria chordaeformis,70,MN335616,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
650,"MN335632.1_Chordaria_chordaeformis_voucher_GWS043102_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335632:Chordaria chordaeformis,70,MN335632,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
651,"JX571994.1_Chordaria_chordaeformis_voucher_GWS005565_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX571994:Chordaria chordaeformis,70,JX571994,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Gravel Pit E of",,GenBank,,,,,,,,,,,
652,"JX572107.1_Chordaria_chordaeformis_voucher_GWS005228_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572107:Chordaria chordaeformis,70,JX572107,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Out the river & right,",,GenBank,,,,,,,,,,,
653,"JX572098.1_Chordaria_chordaeformis_voucher_GWS005548_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",JX572098:Chordaria chordaeformis,70,JX572098,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Wreck of the Ithaca, east",,GenBank,,,,,,,,,,,
654,"MN335554.1_Chordaria_chordaeformis_voucher_GWS043507_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335554:Chordaria chordaeformis,70,MN335554,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
655,"MH309001.1_Chordaria_chordaeformis_voucher_GWS040252_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309001:Chordaria chordaeformis,70,MH309001,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador, Hogg",,GenBank,,,,,,,,,,,
656,"MH308816.1_Chordaria_chordaeformis_voucher_GWS041829_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308816:Chordaria chordaeformis,70,MH308816,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
657,"MH308937.1_Chordaria_chordaeformis_voucher_GWS041826_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308937:Chordaria chordaeformis,70,MH308937,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
658,"MH309185.1_Chordaria_chordaeformis_voucher_GWS041841_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309185:Chordaria chordaeformis,70,MH309185,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
659,"MH309342.1_Chordaria_chordaeformis_voucher_GWS041837_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309342:Chordaria chordaeformis,70,MH309342,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
660,"MH309398.1_Chordaria_chordaeformis_voucher_GWS041808_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309398:Chordaria chordaeformis,70,MH309398,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
661,"MH309763.1_Chordaria_chordaeformis_voucher_GWS041809_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309763:Chordaria chordaeformis,70,MH309763,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
662,"MH309971.1_Chordaria_chordaeformis_voucher_GWS041824_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309971:Chordaria chordaeformis,70,MH309971,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
663,"MH310034.1_Chordaria_chordaeformis_voucher_GWS041807_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH310034:Chordaria chordaeformis,70,MH310034,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
664,"MH309997.1_Chordaria_chordaeformis_voucher_GWS042119_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309997:Chordaria chordaeformis,70,MH309997,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, Cape Nome",,GenBank,,,,,,,,,,,
665,"MH308800.1_Chordaria_chordaeformis_voucher_GWS042171_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308800:Chordaria chordaeformis,70,MH308800,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
666,"MH308928.1_Chordaria_chordaeformis_voucher_GWS042198_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308928:Chordaria chordaeformis,70,MH308928,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
667,"MH309069.1_Chordaria_chordaeformis_voucher_GWS042183_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309069:Chordaria chordaeformis,70,MH309069,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
668,"MH309125.1_Chordaria_chordaeformis_voucher_GWS042157_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309125:Chordaria chordaeformis,70,MH309125,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
669,"MH309230.1_Chordaria_chordaeformis_voucher_GWS042149_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309230:Chordaria chordaeformis,70,MH309230,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
670,"MH309235.1_Chordaria_chordaeformis_voucher_GWS042189_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309235:Chordaria chordaeformis,70,MH309235,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
671,"MH309249.1_Chordaria_chordaeformis_voucher_GWS042172_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309249:Chordaria chordaeformis,70,MH309249,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
672,"MH309387.1_Chordaria_chordaeformis_voucher_GWS042230_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309387:Chordaria chordaeformis,70,MH309387,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
673,"MH309510.1_Chordaria_chordaeformis_voucher_GWS042205_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309510:Chordaria chordaeformis,70,MH309510,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
674,"MH309649.1_Chordaria_chordaeformis_voucher_GWS042244_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309649:Chordaria chordaeformis,70,MH309649,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
675,"MH309659.1_Chordaria_chordaeformis_voucher_GWS042236_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309659:Chordaria chordaeformis,70,MH309659,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
676,"MH309720.1_Chordaria_chordaeformis_voucher_GWS042137_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309720:Chordaria chordaeformis,70,MH309720,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
677,"MH309741.1_Chordaria_chordaeformis_voucher_GWS042141_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309741:Chordaria chordaeformis,70,MH309741,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
678,"MH309835.1_Chordaria_chordaeformis_voucher_GWS042219_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309835:Chordaria chordaeformis,70,MH309835,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
679,"MH309865.1_Chordaria_chordaeformis_voucher_GWS042210_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309865:Chordaria chordaeformis,70,MH309865,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
680,"MH310002.1_Chordaria_chordaeformis_voucher_GWS042262_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH310002:Chordaria chordaeformis,70,MH310002,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
681,"MH310049.1_Chordaria_chordaeformis_voucher_GWS042256_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH310049:Chordaria chordaeformis,70,MH310049,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
682,"MH309326.1_Chordaria_chordaeformis_voucher_GWS042002_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309326:Chordaria chordaeformis,70,MH309326,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, West Breakwater (west",,GenBank,,,,,,,,,,,
683,"MH309686.1_Chordaria_chordaeformis_voucher_GWS042273_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309686:Chordaria chordaeformis,70,MH309686,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, West Breakwater (west",,GenBank,,,,,,,,,,,
684,"MH309781.1_Chordaria_chordaeformis_voucher_GWS042040_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309781:Chordaria chordaeformis,70,MH309781,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, West Breakwater (west",,GenBank,,,,,,,,,,,
685,"MH309862.1_Chordaria_chordaeformis_voucher_GWS042037_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309862:Chordaria chordaeformis,70,MH309862,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, West Breakwater (west",,GenBank,,,,,,,,,,,
686,"MH309912.1_Chordaria_chordaeformis_voucher_GWS042072_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309912:Chordaria chordaeformis,70,MH309912,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, West Breakwater (west",,GenBank,,,,,,,,,,,
687,"MH310045.1_Chordaria_chordaeformis_voucher_GWS042296_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH310045:Chordaria chordaeformis,70,MH310045,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, West Breakwater (west",,GenBank,,,,,,,,,,,
688,"MH593106.1_Chordaria_chordaeformis_voucher_GWS042044_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH593106:Chordaria chordaeformis,70,MH593106,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, West Breakwater (west",,GenBank,,,,,,,,,,,
689,"MH593120.1_Chordaria_chordaeformis_voucher_GWS042089_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH593120:Chordaria chordaeformis,70,MH593120,Chordariaceae,Chordaria,Chordaria chordaeformis,Chordaria chordaeformis,COI,Arctic,"USA: Alaska, Nome, West Breakwater (west",,GenBank,,,,,,,,,,,
690,"MF040294.1_Microspongium_alariae_isolate_C_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MF040294:Microspongium alariae,71,MF040294,Chordariaceae,Microspongium,Microspongium alariae,Microspongium alariae,COI,Northeast Atlantic,France,,GenBank,,,,,,,,,,,
691,"MF040292.1_Microspongium_alariae_isolate_A_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MF040292:Microspongium alariae,71,MF040292,Chordariaceae,Microspongium,Microspongium alariae,Microspongium alariae,COI,Northeast Atlantic,United Kingdom,,GenBank,,,,,,,,,,,
692,"MF040293.1_Microspongium_alariae_isolate_B_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MF040293:Microspongium alariae,71,MF040293,Chordariaceae,Microspongium,Microspongium alariae,Microspongium alariae,COI,Northeast Atlantic,United Kingdom,,GenBank,,,,,,,,,,,
693,"MH482491.1_Microspongium_alariae_voucher_GWS042366A_cytochrome_oxidase_subunit_I_(COI)_gene,_partial_cds;_mitochondrial",MH482491:Microspongium alariae,71,MH482491,Chordariaceae,Microspongium,Microspongium alariae,Microspongium alariae,COI,Arctic,"USA: Alaska, Sledge Island, southwest",,GenBank,,,,,,,,,,,
694,"LM994993.1_Microspongium_alariae_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_Gala-US97-4c",LM994993:Microspongium alariae,71,LM994993,Chordariaceae,Microspongium,Microspongium alariae,Microspongium alariae,COI,Northwest Atlantic,"USA:Maine, Little Moose Island, Acadia",,GenBank,,,,,,,,,,,
695,FG103,PX414255:Microspongium alariae,71,PX414255,Chordariaceae,Microspongium,Microspongium alariae,Microspongium alariae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG103,"M, P",Eigeroy,58.07032,6.82831,Chondrus crispus,0,Culture
696,FG90,PX414254:Microspongium alariae,71,PX414254,Chordariaceae,Microspongium,Microspongium alariae,Microspongium alariae,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG90,P,West of Ryoya,69.54855,18.69384,On Porphyra/Pyropia, 8-20 m,Culture
697,"LC757178.1_Chordariaceae_sp._SR156_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC757178:Microspongium globosum,72,LC757178,Chordariaceae,Microspongium,Chordariaceae sp.,Microspongium globosum,COI,Northwest Pacific,"Japan:Hokkaido Pref., Akkeshi",,GenBank,,,,,,,,,,,
698,"MT520140.1_Microspongium_globosum_voucher_GWS004596_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MT520140:Microspongium globosum,72,MT520140,Chordariaceae,Microspongium,Microspongium globosum,Microspongium globosum,COI,Northeast Pacific,"Canada: British Columbia, Pachena Beach,",,GenBank,,,,,,,,,,,
699,"MT766285.1_Microspongium_globosum_voucher_A8_4_cytochrome_oxidase_subunit_1_(cox1)_gene,_partial_cds;_mitochondrial",MT766285:Microspongium globosum,72,MT766285,Chordariaceae,Microspongium,Microspongium globosum,Microspongium globosum,COI,Northwest Pacific,Russia,,GenBank,,,,,,,,,,,
700,Microspongium_globosum,PV694794:Microspongium globosum,72,PV694794,Chordariaceae,Microspongium,Microspongium globosum,Microspongium globosum,COI,Northwest Pacific,Canada: British Columbia,,GenBank,,,,,,,,,,,
701,"MF040295.1_Microspongium_radians_isolate_D_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MF040295:Microspongium radians,73,MF040295,Chordariaceae,Microspongium,Microspongium radians,Microspongium radians/stilophorae,COI,Southeast Pacific,Chile,,GenBank,,,,,,,,,,,
702,"PP731879.1_Microspongium_tenuissimum_voucher_RE2P2_cytochrome_c_oxidase_subunit_I_(COI)_gene,_partial_cds;_mitochondrial",PP731879:Microspongium stilophorae,73,PP731879,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Southeast Pacific,Chile,,GenBank,,,,,,,,,,,
703,"PP731880.1_Microspongium_tenuissimum_voucher_RE_321b_SF_cytochrome_c_oxidase_subunit_I_(COI)_gene,_partial_cds;_mitochondrial",PP731880:Microspongium stilophorae,73,PP731880,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Southeast Pacific,Chile,,GenBank,,,,,,,,,,,
704,"PP731881.1_Microspongium_tenuissimum_voucher_REP3A_cytochrome_c_oxidase_subunit_I_(COI)_gene,_partial_cds;_mitochondrial",PP731881:Microspongium stilophorae,73,PP731881,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Southeast Pacific,Chile,,GenBank,,,,,,,,,,,
705,"PP731882.1_Microspongium_tenuissimum_voucher_SL5_cytochrome_c_oxidase_subunit_I_(COI)_gene,_partial_cds;_mitochondrial",PP731882:Microspongium stilophorae,73,PP731882,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Southeast Pacific,Chile,,GenBank,,,,,,,,,,,
706,"LM995080.1_Microspongium_tenuissimum_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-72",LM995080:Microspongium stilophorae,73,LM995080,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
707,"LM995094.1_Microspongium_tenuissimum_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-88",LM995094:Microspongium stilophorae,73,LM995094,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
708,"LM995130.1_Microspongium_tenuissimum_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-137",LM995130:Microspongium stilophorae,73,LM995130,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
709,"LM995138.1_Microspongium_tenuissimum_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-146",LM995138:Microspongium stilophorae,73,LM995138,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
710,"LM995146.1_Microspongium_tenuissimum_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-154",LM995146:Microspongium stilophorae,73,LM995146,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
711,"LM995205.1_Microspongium_tenuissimum_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-223",LM995205:Microspongium stilophorae,73,LM995205,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
712,"LM994992.1_Microspongium_tenuissimum_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_Endo-Poly-KI",LM994992:Microspongium stilophorae,73,LM994992,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northeast Atlantic,"Germany:Western Baltic, Buelk, Kiel",,GenBank,,,,,,,,,,,
713,"LM995327.1_Microspongium_tenuissimum_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_NAP12-s#3-29",LM995327:Microspongium stilophorae,73,LM995327,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Mediterranean,"Italy:Napoli, Mergellina",,GenBank,,,,,,,,,,,
714,"LC729948.1_Microspongium_tenuissimum_MM081_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC729948:Microspongium stilophorae,73,LC729948,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hiroshima Pref., Tadanoumi",,GenBank,,,,,,,,,,,
715,"LC729897.1_Microspongium_tenuissimum_MM015_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC729897:Microspongium stilophorae,73,LC729897,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
716,"LC729902.1_Microspongium_tenuissimum_MM020_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC729902:Microspongium stilophorae,73,LC729902,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
717,"LC729904.1_Microspongium_tenuissimum_MM022_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC729904:Microspongium stilophorae,73,LC729904,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
718,"LC729906.1_Microspongium_tenuissimum_MM026_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC729906:Microspongium stilophorae,73,LC729906,Chordariaceae,Microspongium,Microspongium tenuissimum,Microspongium radians/stilophorae,COI,Northwest Pacific,"Japan:Hokkaido Pref., Oshoro",,GenBank,,,,,,,,,,,
